,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtQual,Electrical,ExterCond,ExterQual,Fence,FireplaceQu,Functional,GarageCond,GarageFinish,GarageQual,HeatingQC,KitchenQual,LandSlope,LotShape,PavedDrive,PoolQC,Utilities
627,3,3,4,2,3,5,3,3,0,4,8,3,2,3,5,3,3,4,3,0,4
628,3,3,3,1,4,5,3,3,0,3,8,3,1,3,3,2,1,3,3,0,4
629,3,4,6,3,3,5,3,3,4,0,8,3,2,3,3,3,3,4,3,0,4
630,2,1,1,1,2,4,3,3,3,0,8,1,1,2,3,5,3,4,1,0,4
631,4,2,6,1,4,5,3,4,0,4,8,3,2,3,5,4,3,4,3,0,4
632,3,1,5,1,3,5,4,3,0,3,8,3,3,3,3,3,3,4,3,0,4
633,3,1,4,2,3,5,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
634,3,1,6,1,3,5,3,3,4,0,8,3,1,3,4,3,3,4,3,0,4
635,2,1,2,1,3,4,3,2,0,0,8,0,0,0,5,2,3,4,1,0,4
636,2,1,1,1,3,4,2,2,0,1,4,0,0,0,2,2,3,4,1,0,4
637,3,1,1,1,3,4,3,3,0,0,8,3,1,3,3,4,3,4,3,0,4
638,3,1,1,1,2,4,3,3,3,0,8,0,0,0,4,3,3,4,2,0,4
639,4,3,6,1,4,5,3,4,0,4,8,3,3,3,5,5,3,4,3,0,4
640,3,4,6,1,5,5,3,5,0,4,8,3,2,3,5,5,3,3,3,0,4
641,3,1,6,1,4,5,3,4,0,3,8,3,3,3,5,4,3,4,3,0,4
642,3,4,6,1,4,5,3,4,3,3,8,3,3,3,4,5,3,4,3,0,4
643,3,1,3,4,3,5,3,3,2,0,7,3,3,3,5,3,3,4,3,0,4
644,3,2,6,1,5,5,3,5,0,4,8,3,3,3,5,5,3,4,3,0,4
645,3,1,5,2,3,5,3,3,0,0,8,3,1,3,3,3,3,3,3,0,4
646,0,0,0,0,0,5,3,3,0,0,7,3,1,3,4,3,3,4,3,0,4
647,3,2,3,1,3,5,3,3,0,4,8,3,2,3,5,3,3,3,3,0,4
648,3,1,1,1,3,5,3,3,0,3,8,3,1,3,3,3,3,4,3,0,4
649,3,3,4,6,4,5,3,3,3,0,8,0,0,0,4,3,3,4,3,0,4
650,3,1,1,1,4,5,3,4,0,0,8,3,2,3,5,4,3,4,3,0,4
651,3,2,1,1,3,5,3,3,3,4,8,1,1,2,3,3,3,4,2,0,4
652,3,1,1,1,4,5,3,4,0,3,8,3,2,3,5,4,3,4,3,0,4
653,3,1,1,1,3,5,3,3,3,0,8,3,1,3,5,3,3,4,3,0,4
654,3,4,6,1,4,5,4,4,0,3,8,3,3,3,5,4,3,3,3,0,4
655,3,1,1,1,3,5,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
656,3,1,5,1,3,5,3,4,3,0,8,3,2,3,5,4,3,3,3,0,4
657,3,1,1,1,4,5,2,3,3,4,8,3,2,3,3,3,2,4,2,0,4
658,3,1,1,1,3,5,3,3,0,4,8,3,1,3,3,3,3,4,3,0,4
659,3,1,4,1,3,5,4,3,3,0,8,3,3,3,5,3,3,4,3,0,4
660,3,1,1,1,4,5,3,3,0,3,8,3,2,3,3,3,3,4,3,0,4
661,4,1,6,3,4,5,3,4,0,3,8,3,2,3,5,4,3,2,3,0,4
662,2,1,1,1,2,5,3,3,0,3,3,3,2,3,4,3,3,4,3,0,4
663,3,3,4,3,4,5,3,3,3,0,8,3,2,3,3,3,3,4,3,0,4
664,3,2,6,1,5,5,3,4,0,5,8,3,3,3,5,5,3,2,3,0,4
665,3,1,1,1,4,5,3,4,0,3,8,3,2,3,5,4,3,3,3,0,4
666,3,1,2,3,4,5,4,3,0,1,2,3,1,3,3,3,3,3,3,0,4
667,3,1,6,1,4,5,3,3,0,2,8,3,2,3,5,4,3,4,3,0,4
668,3,1,3,1,3,5,3,3,0,3,6,3,1,3,4,3,2,4,3,0,4
669,3,1,1,1,2,5,3,3,0,4,8,2,1,3,5,2,3,4,3,0,4
670,3,1,6,1,4,5,3,4,0,0,8,3,3,3,5,4,3,4,3,0,4
671,3,1,4,1,3,5,4,3,0,0,8,3,1,3,3,3,3,4,3,0,4
672,3,1,5,1,4,5,3,4,0,3,8,3,2,3,3,3,3,3,3,0,4
673,3,1,6,1,3,5,3,3,0,3,8,3,3,3,5,4,3,4,3,0,4
674,3,1,3,1,3,5,3,3,0,4,8,3,2,3,3,3,3,4,3,0,4
675,3,1,5,1,3,5,3,3,0,3,8,3,1,3,3,3,3,4,3,0,4
676,2,1,1,1,3,5,3,3,0,0,6,2,1,2,2,3,3,4,1,0,4
677,3,1,1,1,3,5,3,4,0,0,8,2,1,2,5,4,3,4,1,0,4
678,3,2,1,1,5,5,3,4,0,4,8,3,3,3,5,4,3,3,3,0,4
679,3,1,3,1,3,5,3,3,0,0,8,3,1,3,3,3,3,3,3,0,4
680,3,1,4,4,4,5,3,3,0,3,8,3,2,3,3,3,3,4,3,0,4
681,3,1,3,1,3,5,3,3,0,0,8,3,1,3,5,3,3,2,3,0,4
682,3,2,6,1,4,5,3,3,0,4,8,3,1,3,5,4,3,4,3,0,4
683,3,3,6,1,4,5,3,4,0,3,8,3,3,3,5,4,3,3,3,0,4
684,3,1,1,1,4,5,3,4,0,0,8,3,3,3,4,3,3,2,3,0,4
685,3,2,6,2,4,5,3,4,0,3,7,3,3,3,4,4,3,3,3,0,4
686,3,1,1,1,4,5,3,4,0,0,8,3,3,3,5,4,3,4,3,0,4
687,3,1,6,1,4,5,3,4,0,0,8,3,1,3,5,4,3,2,3,0,4
688,3,3,6,1,4,5,3,4,0,4,8,3,2,3,5,4,3,4,3,0,4
689,3,3,5,1,4,5,3,4,0,4,8,3,2,3,5,4,3,3,3,0,4
690,3,4,6,1,4,5,3,4,0,3,8,3,2,3,5,4,3,4,3,0,4
691,3,4,6,1,5,5,3,5,0,5,8,3,3,3,5,5,3,3,3,0,4
692,3,4,6,1,4,5,3,4,0,4,8,3,2,3,5,4,2,3,3,0,4
693,3,1,1,1,3,5,3,3,0,0,8,3,1,3,5,3,1,4,3,0,4
694,3,1,1,1,3,5,2,3,3,0,8,3,1,3,3,3,3,4,3,0,4
695,4,1,6,2,4,5,3,3,0,3,8,3,1,3,4,4,3,3,3,0,4
696,3,1,2,1,3,5,3,3,0,0,8,3,1,3,4,3,3,4,3,0,4
697,4,2,2,5,5,4,3,3,0,0,8,3,1,3,2,3,3,3,3,0,4
698,3,1,6,4,3,5,4,3,3,4,8,3,1,3,5,3,3,4,3,0,4
699,3,2,6,1,4,5,3,4,0,0,8,3,2,3,5,4,3,2,3,0,4
700,3,4,6,1,5,5,3,4,0,4,8,3,3,3,5,4,3,4,3,0,4
701,3,1,1,1,3,5,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
702,4,1,1,1,5,5,3,5,0,4,8,3,3,3,5,5,3,3,3,0,4
703,3,1,1,1,4,5,4,3,3,1,8,3,1,3,4,4,3,4,1,0,4
704,3,3,6,1,4,5,3,4,0,0,8,3,2,3,5,4,3,4,3,0,4
705,0,0,0,0,0,5,2,2,0,0,5,0,0,0,2,2,3,4,1,0,4
706,3,4,6,1,4,5,3,3,0,3,8,3,1,3,3,4,1,2,3,0,4
707,3,1,6,1,4,5,3,4,0,4,8,3,3,3,5,4,3,4,3,0,4
708,3,3,1,1,4,5,3,4,0,4,8,3,3,3,5,4,3,3,3,0,4
709,3,1,1,1,3,5,3,3,3,0,8,3,1,3,3,3,3,3,3,0,4
710,3,1,1,1,3,5,3,4,0,0,3,0,0,0,4,3,3,3,1,0,4
711,3,2,1,1,3,5,3,3,0,0,8,3,2,3,4,3,2,4,1,0,4
712,3,2,6,1,4,5,3,4,0,4,8,3,3,3,4,4,3,3,3,0,4
713,3,3,5,1,3,5,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
714,3,1,6,1,3,5,3,4,0,0,8,3,2,3,5,4,3,3,3,0,4
715,3,1,1,1,4,5,3,3,3,3,8,3,2,3,3,3,3,4,3,0,4
716,3,1,1,1,3,5,4,3,0,0,8,3,1,3,5,3,3,4,2,0,4
717,3,1,4,1,4,5,3,3,3,2,8,3,1,3,4,4,3,4,3,0,4
718,3,4,6,1,4,5,3,4,0,3,8,3,2,3,5,4,3,4,3,0,4
719,3,4,5,1,4,5,3,3,0,1,8,3,1,3,3,3,3,3,3,0,4
720,3,4,6,1,4,5,3,4,0,3,8,3,2,3,3,4,2,3,3,0,4
721,3,3,6,1,4,5,3,4,0,0,8,3,2,3,5,4,3,4,3,0,4
722,3,1,5,1,3,5,4,3,0,0,8,3,1,3,5,3,3,4,3,0,4
723,3,1,1,1,3,5,3,3,0,0,8,3,1,3,5,3,3,4,3,0,4
724,3,1,6,1,5,5,3,5,0,4,8,3,3,3,5,5,3,3,3,0,4
725,3,1,5,4,3,5,3,3,0,0,8,3,1,3,3,4,3,4,3,0,4
726,3,1,6,1,4,5,4,4,0,4,8,3,3,3,5,4,3,3,3,0,4
727,3,3,6,1,4,5,3,4,0,0,8,3,2,3,5,4,3,4,3,0,4
728,3,1,1,1,3,5,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
729,3,1,4,1,3,4,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
730,3,1,6,1,4,5,3,4,0,3,8,3,2,3,5,4,3,3,3,0,4
731,3,3,6,1,5,5,3,4,0,4,8,3,3,3,5,4,3,3,3,0,4
732,3,3,5,1,4,5,3,4,0,3,8,3,3,3,5,4,3,3,3,0,4
733,3,1,4,1,3,5,3,3,2,3,8,3,2,3,5,3,3,4,3,0,4
734,3,1,1,1,3,5,3,3,0,0,8,3,1,3,3,3,3,3,3,0,4
735,3,2,3,1,4,5,3,3,0,3,8,3,1,3,2,3,3,4,1,0,4
736,0,0,0,0,0,3,3,3,0,0,8,3,1,3,4,3,3,4,3,0,4
737,3,1,1,1,4,5,3,4,0,4,8,3,3,3,5,4,3,3,3,0,4
738,4,4,6,1,4,5,3,3,0,0,8,0,0,0,3,3,3,4,3,0,4
739,3,1,1,1,4,5,3,4,0,0,8,3,2,3,5,4,3,3,3,0,4
740,2,1,1,1,2,5,4,3,4,0,8,4,1,3,5,3,3,4,3,0,4
741,3,2,6,1,3,5,4,3,4,0,8,3,1,3,4,4,3,3,3,0,4
742,3,1,1,1,4,5,3,3,4,0,8,3,1,3,5,3,3,4,3,0,4
743,3,3,5,1,4,5,3,3,0,3,6,3,2,3,5,3,3,3,3,0,4
744,3,1,6,1,4,5,3,4,0,3,8,3,2,3,4,4,3,3,3,0,4
745,4,1,6,5,3,5,4,5,0,3,8,3,3,3,5,4,3,3,3,0,4
746,3,1,6,1,4,5,3,4,0,3,8,3,3,3,5,4,3,3,3,0,4
747,2,1,1,1,3,5,3,4,0,4,8,3,1,3,3,4,3,3,1,0,4
748,3,1,6,1,4,5,3,4,0,3,8,3,3,3,5,4,3,3,3,0,4
749,0,0,0,0,0,3,3,3,0,0,5,3,1,3,3,3,3,4,1,0,4
750,2,1,1,1,3,5,3,3,0,0,6,0,0,0,4,3,3,4,1,0,4
751,3,1,1,1,4,5,3,4,0,0,8,3,3,3,5,4,3,4,3,0,4
752,3,4,6,1,4,5,4,3,0,0,8,3,2,3,5,4,3,3,3,0,4
753,3,2,1,1,4,5,3,4,0,4,8,3,2,3,4,5,3,4,3,0,4
754,3,1,6,2,3,5,3,3,0,0,8,3,2,3,4,4,3,4,3,0,4
755,3,1,6,1,4,5,3,3,0,0,8,3,1,3,4,3,3,4,3,0,4
756,3,3,6,1,4,5,3,4,0,0,8,3,2,3,5,4,3,3,3,0,4
757,3,2,3,1,3,5,3,3,4,3,8,3,3,3,3,3,3,3,3,0,4
758,3,1,5,1,4,5,3,3,0,0,8,3,1,3,4,3,3,4,3,0,4
759,3,3,2,5,4,5,3,4,0,3,8,3,2,3,5,4,3,3,3,0,4
760,3,1,3,1,3,5,3,3,0,0,8,5,1,5,5,3,3,4,3,0,4
761,3,2,2,1,3,5,3,3,0,0,7,3,1,3,3,2,3,4,3,0,4
762,3,2,6,1,4,5,3,3,0,0,8,3,1,3,5,4,3,4,3,0,4
763,3,2,6,1,4,5,3,4,0,4,8,3,2,3,5,4,3,4,3,0,4
764,4,3,2,6,4,5,4,4,0,4,8,3,3,3,5,5,3,3,3,0,4
765,3,1,1,1,4,5,3,4,0,4,8,3,3,3,5,5,3,3,3,0,4
766,3,1,6,1,4,5,3,3,3,3,8,3,1,3,3,3,3,4,3,0,4
767,3,2,5,1,4,5,3,3,0,0,5,3,1,3,5,3,3,3,3,0,4
768,3,1,6,1,4,5,3,4,0,4,8,3,3,3,5,4,3,4,3,0,4
769,3,4,5,1,4,5,3,5,0,4,5,3,3,3,5,5,2,2,3,0,4
770,3,3,6,1,4,5,3,3,0,0,8,3,1,3,3,3,3,3,3,0,4
771,2,1,2,1,2,3,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
772,3,3,5,4,3,5,3,3,3,3,8,3,1,3,3,3,3,4,3,0,4
773,3,1,3,1,3,4,3,3,0,0,8,3,2,3,5,3,3,4,3,0,4
774,3,3,1,1,4,5,3,4,0,4,8,3,3,3,4,4,3,4,3,0,4
775,3,1,6,1,5,5,3,3,0,0,8,3,3,3,5,3,3,4,3,0,4
776,3,3,6,1,4,5,3,4,0,0,8,3,2,3,5,4,3,3,3,0,4
777,3,1,5,1,3,5,3,3,3,2,8,3,1,3,3,3,3,3,3,0,4
778,0,0,0,0,0,5,3,3,0,3,8,3,1,3,3,3,3,4,3,0,4
779,3,4,6,1,4,5,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
780,4,1,1,1,4,5,3,3,0,3,8,3,3,3,4,3,3,4,3,0,4
781,3,1,5,1,4,5,4,4,0,0,8,3,2,3,5,4,3,4,3,0,4
782,3,1,1,1,4,5,3,4,0,0,8,3,2,3,5,4,3,2,3,0,4
783,3,3,6,1,4,5,4,3,0,3,8,3,3,3,5,4,3,3,3,0,4
784,3,1,1,1,3,5,3,3,0,4,8,0,0,0,5,3,3,4,3,0,4
785,3,1,3,2,3,5,3,3,0,4,8,3,1,3,3,3,3,4,3,0,4
786,3,1,2,1,2,5,4,3,0,0,8,3,1,3,3,3,3,4,3,0,4
787,3,1,6,1,4,5,3,4,0,0,8,3,2,3,5,4,3,3,3,0,4
788,3,1,1,1,3,5,3,3,0,0,8,3,1,2,5,3,3,4,3,0,4
789,2,4,2,1,3,5,3,3,0,0,8,3,3,3,4,4,3,3,3,0,4
790,3,1,6,1,4,5,3,4,0,4,8,3,3,3,5,4,3,4,3,0,4
791,3,3,5,1,4,5,3,3,0,3,8,3,2,3,3,3,3,3,3,0,4
792,3,3,6,1,4,5,3,4,0,3,8,3,1,3,5,3,3,3,3,0,4
793,3,3,1,1,4,5,3,4,0,0,8,3,3,3,5,4,3,4,3,0,4
794,3,1,1,1,4,5,3,4,0,3,8,3,3,3,5,4,3,3,3,0,4
795,3,1,1,1,4,5,3,3,3,3,8,3,1,3,3,3,3,4,3,0,4
796,3,1,1,1,3,5,3,3,3,3,8,3,2,3,5,3,3,4,3,0,4
797,3,1,4,1,3,5,3,3,0,0,8,3,1,3,4,3,3,4,3,0,4
798,3,1,1,1,5,5,3,5,0,4,8,3,3,3,5,5,3,4,3,0,4
799,3,1,5,1,4,5,3,3,3,3,8,3,1,3,5,4,3,4,3,0,4
800,3,4,6,1,4,5,3,3,0,0,8,3,2,3,4,4,2,3,3,0,4
801,3,1,2,1,3,4,3,3,0,0,8,3,1,3,5,3,3,4,3,0,4
802,3,3,6,1,4,5,3,4,0,4,8,3,3,3,5,4,3,4,3,0,4
803,3,4,1,1,5,5,3,5,0,4,8,3,2,3,5,5,3,4,3,0,4
804,3,1,2,1,3,5,3,3,2,0,7,3,1,3,3,3,3,4,3,0,4
805,3,1,1,1,4,5,3,4,0,0,8,3,2,3,5,5,3,3,3,0,4
806,3,3,5,3,3,5,3,3,0,0,8,3,3,3,4,3,3,4,3,0,4
807,3,4,6,1,3,5,3,3,0,3,8,3,2,3,5,4,3,4,3,0,4
808,3,3,5,4,3,5,3,3,2,4,8,3,2,3,3,3,3,4,3,0,4
809,3,1,1,1,3,4,3,3,3,0,8,1,1,2,3,3,3,4,1,0,4
810,3,1,5,2,3,5,3,3,4,2,8,3,2,3,2,4,3,4,3,2,4
811,3,4,6,1,4,5,3,4,0,4,8,3,3,3,5,4,3,4,3,0,4
812,3,3,1,1,3,4,3,2,0,0,8,3,1,3,3,2,2,4,1,0,4
813,3,1,3,1,3,5,3,3,0,0,8,3,2,3,4,3,3,4,3,0,4
814,3,1,1,1,3,5,3,3,0,0,8,3,1,3,4,2,3,4,2,0,4
815,3,1,1,1,4,5,3,3,0,0,8,3,2,3,5,4,3,2,3,0,4
816,3,1,4,1,3,5,3,3,0,4,8,3,2,3,4,3,3,3,3,0,4
817,3,1,6,1,4,5,3,4,0,4,8,3,2,3,5,4,3,3,3,0,4
818,3,3,6,1,3,5,3,3,3,0,8,3,1,3,4,3,3,4,3,0,4
819,3,2,6,1,4,5,3,4,0,4,8,3,2,3,5,4,3,3,3,0,4
820,3,1,1,1,4,5,3,4,0,0,8,3,2,3,5,4,3,3,3,0,4
821,3,1,1,1,2,5,3,2,0,0,6,3,1,3,3,3,2,4,3,0,4
822,3,4,1,1,4,5,3,4,0,4,8,3,3,3,5,4,3,3,3,0,4
823,3,1,1,1,3,5,3,3,2,4,8,3,1,3,3,3,3,4,3,0,4
824,4,1,1,1,4,5,3,4,0,4,8,3,2,3,5,4,3,4,3,0,4
825,3,3,6,1,5,5,3,5,0,4,8,3,3,3,5,5,3,4,3,0,4
826,3,1,5,1,3,5,3,3,0,0,8,0,0,0,4,4,3,4,3,0,4
827,3,1,6,1,4,5,3,4,0,3,8,3,2,3,5,4,3,3,3,0,4
828,4,4,2,5,3,5,3,3,0,0,6,3,3,3,3,3,1,2,3,0,4
829,3,1,1,1,4,5,3,4,0,0,8,3,2,3,5,4,3,4,3,0,4
830,3,1,3,1,3,4,3,3,0,4,8,3,2,3,3,3,3,3,3,0,4
831,3,1,1,1,4,5,3,3,0,0,8,3,2,3,5,4,3,4,3,0,4
832,3,1,6,1,4,5,3,4,0,3,8,3,2,3,5,4,3,3,3,0,4
833,3,1,3,4,3,5,3,3,0,0,8,3,2,3,3,3,3,4,3,0,4
834,3,1,3,1,3,5,3,3,2,0,8,3,1,3,4,3,3,4,3,0,4
835,3,1,4,1,4,5,3,3,0,0,6,3,1,3,3,4,3,4,3,0,4
836,3,1,3,1,3,5,3,3,2,0,6,3,1,3,4,3,3,4,3,0,4
837,3,1,4,1,3,5,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
838,3,1,1,1,4,5,3,3,0,0,8,3,1,3,5,4,3,4,3,0,4
839,3,1,4,1,3,5,3,3,0,0,8,3,1,3,5,3,3,4,3,0,4
840,3,1,4,1,3,5,3,3,0,0,8,3,1,3,3,2,3,3,2,0,4
841,3,1,1,1,3,5,3,3,0,1,8,3,1,4,4,4,3,4,2,0,4
842,3,4,3,5,3,5,3,3,4,0,8,4,2,4,3,3,3,4,3,0,4
843,3,1,1,1,3,5,3,3,0,0,8,0,0,0,5,3,3,4,3,0,4
844,3,2,1,1,3,5,3,3,0,4,8,3,1,3,4,3,3,3,3,0,4
845,3,4,5,1,4,5,3,3,0,3,6,3,3,3,3,3,3,3,3,0,4
846,3,1,5,1,4,5,3,4,0,3,8,3,1,3,5,4,3,4,3,0,4
847,3,3,4,1,3,5,3,3,0,2,8,3,1,3,5,3,3,3,3,0,4
848,3,1,1,1,3,5,3,3,0,4,8,3,1,2,3,3,3,2,3,0,4
849,3,1,1,1,3,5,4,4,0,3,8,3,2,3,5,3,3,4,3,0,4
850,3,3,6,1,4,5,3,4,0,0,8,3,3,3,5,4,3,4,3,0,4
851,3,4,1,1,4,5,3,4,0,3,8,3,3,3,5,4,3,4,3,0,4
852,3,1,3,1,3,5,4,3,3,4,8,3,1,3,4,3,3,4,3,0,4
853,3,4,3,1,3,5,4,3,3,2,8,3,2,3,3,3,3,3,3,0,4
854,3,2,5,3,3,5,3,3,0,4,8,3,1,3,3,3,3,4,3,0,4
855,3,1,5,1,3,5,4,3,0,0,8,3,1,3,5,3,3,3,3,0,4
856,4,4,6,2,4,5,3,3,3,0,8,2,1,3,3,3,2,3,3,0,4
857,3,1,1,1,4,5,3,3,0,3,8,3,3,3,4,3,3,4,3,0,4
858,3,1,1,1,4,5,3,3,3,3,8,3,2,3,3,3,3,4,3,0,4
859,3,2,4,1,3,5,3,3,0,4,8,3,1,3,3,4,3,3,3,0,4
860,3,1,1,1,3,5,3,4,4,4,8,3,1,3,4,4,3,4,3,0,4
861,3,2,4,1,3,5,3,3,0,0,8,3,1,3,5,3,3,4,3,0,4
862,3,1,6,1,4,5,3,3,4,0,8,3,1,3,3,3,3,4,3,0,4
863,3,1,4,1,3,5,3,3,4,0,8,3,1,3,3,3,3,4,3,0,4
864,3,1,1,1,5,5,3,4,0,0,8,3,3,3,5,4,3,4,3,0,4
865,3,1,4,1,3,5,3,3,3,0,8,3,1,3,3,3,3,3,3,0,4
866,3,3,1,1,4,5,3,4,0,4,8,3,2,3,5,4,3,3,3,0,4
867,3,1,5,1,3,5,3,3,0,0,8,3,2,3,3,2,3,4,3,0,4
868,0,0,0,0,0,5,3,3,0,3,8,3,1,3,4,3,3,2,2,0,4
869,3,1,6,1,4,5,3,4,4,3,8,3,3,3,5,4,3,4,3,0,4
870,3,1,1,1,3,5,3,3,0,0,8,3,1,3,4,3,3,4,3,0,4
871,3,1,6,1,4,5,3,3,0,0,8,3,2,3,5,4,3,4,3,0,4
872,3,3,1,1,3,5,3,4,2,0,8,3,1,3,4,4,3,4,3,0,4
873,3,1,3,1,3,5,3,4,0,4,8,3,1,3,4,3,3,4,3,0,4
874,3,1,1,1,3,5,3,3,0,0,8,3,1,3,5,3,3,4,3,0,4
875,3,3,6,1,4,5,3,4,0,4,8,3,3,3,5,5,3,4,3,0,4
876,3,4,5,1,3,5,3,3,0,0,8,3,1,3,4,3,2,4,3,0,4
877,3,1,6,1,5,5,3,4,0,4,8,3,3,3,5,5,3,4,3,0,4
878,3,3,5,1,3,5,3,3,3,0,6,3,1,3,3,4,3,3,3,0,4
879,3,1,5,1,3,5,4,4,2,0,8,3,1,3,5,3,3,3,3,0,4
880,4,1,5,1,5,5,3,3,0,0,8,3,3,3,4,3,3,4,3,0,4
881,3,2,2,1,4,5,4,4,0,3,8,3,2,3,5,4,3,3,3,0,4
882,3,1,1,1,4,5,3,3,3,3,8,3,2,3,4,3,3,3,3,0,4
883,2,1,1,1,3,5,3,4,0,0,8,4,1,3,3,3,3,4,3,0,4
884,3,1,4,1,3,5,3,3,2,0,8,3,2,3,3,3,3,4,3,0,4
885,3,3,6,1,5,5,3,4,0,3,8,3,3,3,5,4,3,3,3,0,4
886,3,1,2,1,3,5,3,3,0,0,8,3,3,3,5,3,3,4,3,0,4
887,3,1,1,1,3,5,4,3,0,0,8,3,1,3,3,3,3,3,3,0,4
888,4,4,5,3,3,5,4,4,0,3,8,3,1,3,5,4,2,3,3,0,4
889,3,1,4,1,3,5,3,3,0,3,8,3,2,3,5,3,3,4,3,0,4
890,3,2,1,1,3,5,4,3,3,1,8,3,1,3,5,3,3,4,3,0,4
891,3,1,2,3,3,5,3,3,0,3,8,3,2,3,4,3,3,4,3,0,4
892,3,1,6,1,3,5,3,3,3,0,8,3,2,3,3,3,3,4,3,0,4
893,3,2,4,1,4,5,3,3,4,4,8,3,1,3,3,3,3,4,3,0,4
894,0,0,0,0,0,5,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
895,3,1,4,1,3,5,3,3,0,3,8,3,2,3,3,3,3,4,3,0,4
896,3,1,5,1,3,5,3,3,0,0,8,3,1,3,5,3,3,4,3,0,4
897,0,0,0,0,0,5,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
898,3,4,6,1,5,5,3,5,0,4,8,3,3,3,5,5,3,3,3,0,4
899,3,1,4,1,3,5,3,3,0,3,8,3,1,3,3,3,3,4,3,0,4
900,3,1,5,1,3,5,3,3,0,0,8,3,1,3,3,3,3,3,3,0,4
901,3,2,4,1,3,5,4,3,0,0,8,3,1,3,3,3,3,3,3,0,4
902,3,1,1,1,4,5,3,4,0,4,8,3,3,3,5,4,3,4,3,0,4
903,3,1,1,1,4,5,3,4,0,4,8,3,2,3,5,4,3,3,3,0,4
904,3,1,6,1,3,5,3,3,3,0,8,3,1,3,3,3,3,3,3,0,4
905,3,1,3,2,3,5,3,3,3,0,8,3,2,3,3,3,3,4,3,0,4
906,3,1,6,1,4,5,3,4,0,4,8,3,2,3,5,4,3,3,3,0,4
907,3,1,3,1,4,5,3,4,0,4,8,3,3,2,4,4,3,3,3,0,4
908,3,3,4,5,4,5,3,3,3,0,8,3,1,3,3,3,2,3,3,0,4
909,3,1,1,1,4,5,3,4,0,4,8,3,3,3,5,4,3,2,3,0,4
910,3,1,3,1,3,4,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
911,4,3,5,1,4,5,3,3,0,0,8,3,1,3,3,4,2,3,3,0,4
912,3,1,3,1,3,5,3,3,3,0,7,3,1,3,3,3,3,4,3,0,4
913,3,1,4,1,3,4,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
914,3,3,6,1,4,5,3,4,0,0,8,3,2,3,5,4,3,4,3,0,4
915,3,1,1,1,3,5,3,3,0,0,8,3,1,3,2,3,3,4,3,0,4
916,3,3,4,1,3,4,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
917,3,1,5,1,3,4,3,3,0,0,8,3,2,3,5,3,3,4,3,0,4
918,3,2,4,6,5,5,3,4,4,3,8,3,2,3,5,4,3,3,3,0,4
919,3,1,5,4,4,5,3,5,0,3,7,3,1,3,5,3,3,3,3,0,4
920,4,1,6,1,4,5,4,4,0,0,8,3,2,3,5,4,3,3,3,0,4
921,3,1,5,1,3,5,3,3,4,0,8,0,0,0,4,3,3,4,1,0,4
922,3,1,6,1,4,5,3,4,0,4,8,3,3,3,5,4,3,4,3,0,4
923,3,1,2,6,4,5,3,4,0,2,8,3,2,3,5,4,3,4,3,0,4
924,3,1,4,2,4,5,4,3,0,3,8,3,1,3,3,3,3,4,3,0,4
925,3,3,5,2,4,5,3,3,0,0,8,3,2,3,3,5,3,3,3,0,4
926,3,1,1,1,4,5,3,4,0,4,8,3,3,3,5,5,3,4,3,0,4
927,3,1,4,1,3,5,3,3,4,4,8,3,2,3,4,3,3,4,3,0,4
928,3,3,1,1,4,5,3,4,0,3,8,3,2,3,5,5,3,4,3,0,4
929,3,1,1,1,4,5,3,3,0,3,8,3,3,3,4,4,3,3,3,0,4
930,3,3,6,1,4,5,3,4,0,0,8,3,3,3,5,4,3,3,3,0,4
931,3,1,4,3,3,5,3,3,2,0,8,3,1,3,5,3,3,4,3,0,4
932,4,1,1,1,5,5,3,5,0,4,8,3,3,3,5,5,3,3,3,0,4
933,3,3,6,1,4,5,3,4,0,0,8,3,2,3,5,4,3,4,3,0,4
934,3,4,6,1,4,5,3,3,0,4,8,3,2,3,5,4,2,2,3,0,4
935,3,2,1,1,2,5,4,3,0,0,8,3,1,3,4,3,3,3,3,0,4
936,3,1,6,1,4,5,3,4,0,0,8,3,2,3,5,4,3,4,3,0,4
937,3,2,6,1,4,5,3,4,0,4,8,3,2,3,5,4,3,4,3,0,4
938,4,2,6,1,4,5,3,4,0,0,8,3,2,3,5,4,3,4,3,0,4
939,3,2,1,1,3,5,4,3,0,3,8,3,1,3,5,3,3,4,3,0,4
940,3,4,3,2,3,5,3,3,0,0,8,3,1,3,3,3,3,3,3,0,4
941,3,1,5,1,4,5,3,4,4,3,8,3,2,3,5,4,3,3,3,0,4
